system:index,CHILI,EVH,rdnbr,Aspect,Burning.Index,ERC,FM100,FM1000,mTPI,Max Gust,Slope,struccond
45_0,188,10,733.4737463,151.60272,34,50,10.3,12.8,-13,24.65999985,4.778449,1
46_0,162,11,2394.824235,294.86566,42,55,9.3,11.9,37,15.75,24.138206,1
47_0,164,0,817.8091543,87.51375,54,75,6.7,8.5,-2,18.84000015,10.456597,1
48_0,232,1,858.0602615,220.60002,44,57,8.9,11.7,23,18.93000031,20.149271,1
49_0,210,11,592.547422,255.0792,43,54,9.4,12.7,2,23.42000008,24.14802,1
50_0,159,1,1081.060104,348.2399,61,72,6.8,9,32,20.79999924,10.353341,1
51_0,109,1,1117.293192,69.78232,35,46,11.2,13.4,53,21.86999893,22.47771,1
53_0,204,9,869.9465634,168.07913,42,54,9.3,12.5,4,19.72999954,9.562379,1
54_0,215,11,1138.71083,175.86241,43,55,9.4,12.1,6,15.07999992,15.169656,1
55_0,211,1,826.1668562,167.5407,51,64,7.5,10.8,35,21.01000023,13.920261,1
56_0,148,1,960.0335,317.36853,43,58,8.2,11.7,8,33.54999924,16.568203,1
57_0,217,11,2428.788264,153.14026,41,51,10.1,13.2,15,26.22999954,34.8209,1
58_0,42,11,975.2090384,44.97322,62,78,6.1,8,-79,21,30.021336,1
59_0,180,1,1190.936311,289.9277,33,47,10.1,13.7,4,36.18000031,5.363886,1
60_0,81,11,638.8379154,334.62222,36,48,10.3,13.3,-46,21.05999947,33.92519,1
61_0,135,11,1045.180813,310.11578,39,53,10.7,12.4,-11,15.30999947,14.226618,1
62_0,181,11,791.3836894,111.4112,59,70,6.9,9.5,-23,22.94999886,9.483418,1
63_0,179,9,871.7200941,279.63824,41,54,9.7,12.2,31,28.38999939,23.987753,1
64_0,126,11,1123.064365,325.02444,44,61,7.8,11.3,9,33.86999893,23.39151,1
65_0,163,11,874.0542942,288.97827,46,60,8.2,11.5,-49,19,19.889112,1
66_0,246,10,1256.091193,204.30429,37,53,9.3,12.9,-99,37.06999969,31.987507,1
67_0,210,1,812.0411189,227.9181,37,53,9.1,12.7,-9,33.57999802,11.53609,1
68_0,157,11,1257.134142,34.58033,43,56,8.9,12.2,65,18.34000015,7.520337,1
69_0,168,11,702.8094871,282.63284,61,75,6.2,8.6,16,14.60999966,33.65473,1
70_0,192,5,1152.544499,160.5115,41,58,8.3,12,87,33.97999954,12.653769,1
72_0,184,11,2373.037543,139.89835,41,53,8.9,12.7,-61,33.34999847,35.80744,1
73_0,186,1,275.3421213,208.08778,39,53,9,12.6,-62,28.72999954,1.6614579,1
74_0,97,10,1323.85066,76.34628,56,77,6.4,8.4,15,13.92000008,31.134356,1
75_0,190,10,2103.854134,148.43317,49,63,7.8,10.7,-15,22.20999908,4.997159,1
76_0,116,10,1018.542884,316.28403,36,48,10.3,13.3,-19,21.05999947,31.261765,1
77_0,189,1,775.0071861,271.20737,47,60,8.2,11.3,9,21.5,36.633694,1
78_0,210,10,1616.435809,153.01564,41,53,9.8,12.3,56,28.38999939,23.166136,1
79_0,20,11,909.1607439,50.071327,33,47,10.1,13.7,11,35.81999969,41.854176,1
80_0,219,11,844.8789591,246.63225,43,54,9.4,12.7,39,23.42000008,24.275484,1
81_0,128,10,178.8719392,58.964775,41,53,9.6,11.8,-105,22.68999863,21.678122,1
82_0,170,9,1091.91265,64.86778,54,75,6.7,8.5,5,18.84000015,3.9747276,1
83_0,230,10,4157.616524,171.04419,52,71,7.1,9.4,-87,16.55999947,24.099735,1
84_0,185,10,-32.70132157,253.97572,55,77,6.4,8.1,54,14.89999962,1.6360451,1
85_0,170,1,967.2367883,41.492,41,53,10.2,12.4,-12,18.02000046,20.18558,1
86_0,163,11,1040.440916,306.44144,59,69,7.5,9.3,9,21.77000046,18.74223,1
87_0,164,1,1192.060546,314.44128,39,51,10.8,12.8,-26,18.6099987,12.186216,1
88_0,128,1,1244.467961,352.69046,61,72,6.8,9,32,20.79999924,18.093319,1
90_0,209,11,1102.281213,253.64026,40,51,10.3,13.2,29,26.67000008,20.887434,1
92_0,190,10,902.6536598,146.39922,41,53,9.8,12.3,41,28.38999939,32.975216,1
93_0,162,1,958.5729488,93.48939,61,76,6.8,8.1,28,20.85000038,19.687225,1
94_0,207,9,751.9820801,156.41663,42,54,9.3,12.5,13,19.72999954,19.67392,1
95_0,116,1,826.6408615,346.8661,62,77,6,8.2,-38,20.93999863,21.72958,1
96_0,202,10,620.3146958,253.17725,44,58,8.6,11.7,-27,30.6799984,32.348183,1
97_0,175,0,768.393244,52.773212,54,75,6.7,8.5,12,18.84000015,2.3472044,1
98_0,215,0,662.6064259,194.2608,43,55,8.7,12.3,72,29.05999947,52.015713,1
99_0,209,11,976.6586294,253.82625,40,53,10.6,12.1,74,15.05999947,38.36399,1
100_0,175,10,20.57068682,105.629585,62,76,6.8,8.3,-36,17.3599987,12.189131,1
101_0,52,11,1033.277182,337.00266,38,50,10.8,12.8,-78,17.69999886,29.599205,1
102_0,230,10,875.8693737,187.71803,44,57,9.3,11.6,4,24.46999931,17.692627,1
103_0,198,10,855.2864357,140.6286,42,54,9.3,12.5,117,17.18000031,24.106651,1
104_0,194,10,809.459512,149.90736,46,60,8.1,11.7,-3,19.94999886,6.7984266,1
105_0,247,10,757.0283422,205.20308,41,53,8.9,12.7,-29,33.34999847,33.018547,1
106_0,177,1,1008.166551,102.19966,39,51,10.8,12.8,37,16.45999908,7.2451096,1
107_0,167,10,1934.765429,81.22684,65,83,5.7,7.2,29,20.26000023,11.561357,1
109_0,71,11,654.9617287,356.67633,61,74,6.2,8.9,-37,21.39999962,38.362514,1
110_0,70,1,1035.550932,74.4521,46,59,8.5,11.2,-13,23.56999969,38.36273,1
111_0,168,10,919.9140324,126.05913,51,71,7,9.3,-139,15.92000008,31.215754,1
112_0,158,1,915.0070165,6.762013,41,53,9.5,12.1,-9,33.27999878,6.1179094,1
113_0,223,11,971.9651589,187.3747,39,53,10.7,12.4,20,14.79999924,13.998311,1
114_0,192,1,1028.920512,160.1342,39,53,9,12.6,51,27.92000008,5.046157,1
115_0,194,10,1017.00587,136.7122,61,79,5.9,8,38,26.93999863,21.578846,1
116_0,217,10,874.0577142,242.88655,43,55,9.2,12.4,35,20.09000015,22.994463,1
117_0,186,9,924.4450742,319.40588,46,64,7.2,10.9,-48,28.14999962,11.600775,1
118_0,208,9,-74.71739756,249.10669,55,76,6.7,8.4,55,13.43999958,15.632151,1
119_0,203,1,736.369827,199.43425,46,60,8.2,11.5,-41,18.96999931,7.789858,1
120_0,183,11,976.6578975,280.03073,46,54,9.5,11.8,17,27.96999931,12.566588,1
121_0,172,1,957.8869366,94.41186,62,75,6.9,8.2,-1,20.14999962,9.757549,1
122_0,164,1,1190.138523,112.1317,35,49,10.5,12.9,-27,28.18999863,24.79294,1
123_0,162,1,1051.32981,71.112816,33,48,11.1,13.1,15,29.71999931,7.638546,1
124_0,201,11,1330.951141,155.9296,46,59,8.4,11.6,8,27.29999924,7.382054,1
125_0,153,1,1065.212568,73.67399,45,55,9.6,11.8,29,24.14999962,12.27016,1
126_0,149,10,537.251852,315.71228,50,69,7.1,9.7,59,27.47999954,17.621897,1
127_0,214,1,1348.95838,161.73102,41,51,10.1,13.2,-1,26.22999954,27.429537,1
128_0,127,11,1439.0275,37.28262,62,77,6,8.2,-16,23.45999908,15.814091,1
129_0,142,1,1242.455782,17.821735,33,47,10.1,13.7,74,35.95999908,11.006625,1
130_0,246,10,863.5215071,200.06735,44,57,9.3,11.6,-23,24.46999931,27.411938,1
131_0,84,8,-190.1889378,22.379065,56,77,6.4,8.4,-10,13.88000011,23.446978,1
132_0,153,10,770.2924503,60.319664,39,53,8.8,12.8,11,35.27999878,10.631357,1
133_0,242,11,671.5451607,229.70438,37,53,8.9,12.9,-99,35.81999969,30.269024,1
134_0,156,11,854.2820449,120.084785,54,75,6.7,8.6,-66,12.47999954,35.23788,1
135_0,221,8,386.9850248,160.6736,56,77,6.4,8.4,-6,13.88000011,23.370016,1
136_0,169,1,961.6959607,93.286995,51,59,9,10.9,100,28.01000023,9.571732,1
137_0,217,11,789.4301897,208.93001,61,74,6.2,8.9,-29,20.82999992,12.506553,1
138_0,150,1,822.0455894,325.08502,38,52,9.9,12.2,1,31.30999947,13.907742,1
140_0,181,9,711.6635385,284.70358,47,56,9.3,11.5,-27,30.25,8.641474,1
141_0,184,8,260.798659,134.01315,52,72,6.8,9.3,-46,16.81999969,3.7014694,1
142_0,182,1,924.0755706,113.79371,42,54,9.3,12.8,-22,17.18000031,9.294602,1
143_0,224,1,1205.473722,216.5367,44,57,8.9,11.7,117,18.93000031,16.249954,1
144_0,179,10,884.3943251,123.50742,48,58,8.3,11.7,16,29.03999901,21.450686,1
145_0,226,10,961.0298578,167.28493,41,53,8.9,12.7,-61,33.34999847,27.974026,1
146_0,64,11,529.0601616,359.1339,62,76,5.8,8.6,128,18.30999947,30.430372,1
147_0,160,9,714.5808565,19.809946,38,52,9.9,12.2,45,30.88999939,4.976589,1
148_0,221,11,1201.275907,233.6575,62,76,5.8,8.6,-28,20.82999992,17.442202,1
149_0,163,11,1099.35748,289.5343,32,46,10.9,13.5,15,36.18000031,20.213514,1
150_0,205,1,883.4263254,264.3695,66,83,5.2,7.3,-2,20.17000008,21.151274,1
151_0,166,11,1109.923476,284.57617,62,76,5.8,8.6,-4,22.71999931,25.351221,1
152_0,186,11,1038.301766,144.05545,33,48,11.1,13.1,4,29.71999931,11.066953,1
153_0,177,9,752.3928478,108.054726,49,70,6.8,9.7,-60,20.8599987,20.087536,1
154_0,130,9,679.3293607,334.5975,59,70,6.9,9.5,-29,22.94999886,15.002368,1
155_0,131,0,916.5118549,77.606316,51,72,6.7,9.2,-19,20.8599987,32.008724,1
156_0,97,10,928.5854226,79.18575,47,56,9.3,11.5,24,30.25,34.915718,1
157_0,159,0,1843.67865,113.43669,51,72,6.7,9.2,-35,18.84000015,23.05048,1
158_0,173,9,977.9957937,110.52028,52,72,6.8,9.3,-53,16.23999977,13.426974,1
159_0,120,11,922.8431047,18.510437,54,75,6.8,8.5,45,14.75999928,16.948977,1
160_0,117,1,895.4243078,338.17877,62,76,5.8,8.6,-1,20.79999924,27.943398,1
161_0,57,11,230.9019922,19.209116,48,62,8.1,10.7,-23,22.54999924,33.06004,1
163_0,202,1,1229.767139,154.84352,40,53,10.3,12.3,2,18.30999947,11.694071,1
166_0,217,8,7.597925621,251.3233,54,75,6.7,8.5,33,12.50999928,35.42236,1
167_0,119,9,1084.433371,101.00442,43,59,8.4,11.7,54,26.3599987,35.740612,1
168_0,126,1,1311.937366,103.575165,43,54,9.4,12.7,-70,25.15999985,30.104836,1
169_0,156,10,776.0008478,35.311394,46,60,8.2,11.5,67,20.04999924,9.2621155,1
170_0,177,11,785.0453017,277.30023,61,74,6.2,8.9,63,21.39999962,33.084194,1
171_0,209,10,1055.288244,150.65042,41,54,8.8,12.4,87,32.89999771,26.442364,1
172_0,218,10,1217.408657,187.03886,40,51,10.3,13.2,-81,25.17000008,18.205029,1
173_0,169,10,928.9827799,178.03375,44,58,8.6,11.7,104,30.6799984,3.1144412,1
174_0,195,11,220.0478645,266.65518,46,60,8.2,11.5,-64,18.96999931,18.125603,1
175_0,168,11,654.5405219,307.1294,43,55,9.2,12.4,36,20.09000015,15.506352,1
176_0,195,11,919.2064888,286.1116,44,55,9.7,11.7,54,24.14999962,12.422676,1
177_0,199,9,462.7214898,141.5477,53,71,7.1,9.3,-71,16.82999992,30.718227,1
178_0,238,10,1012.255599,176.76099,47,60,8.2,11.3,-23,23.61999893,31.44781,1
179_0,192,1,1062.299909,130.5601,51,64,7.5,10.8,17,23.07999992,17.787712,1
180_0,188,10,-60.25482396,225.48619,55,77,6.4,8.1,54,14.89999962,2.6005783,1
181_0,220,10,1179.861222,203.12761,44,57,9.3,11.6,-30,24.46999931,13.663433,1
182_0,201,11,1383.736957,176.60504,66,83,5.2,7.3,69,20.17000008,7.431813,1
183_0,75,1,1153.599445,48.908455,43,56,9.2,12,-41,17.73999977,30.79717,1
185_0,140,11,933.9308194,308.2112,46,62,8,10.4,72,21.38999939,28.79524,1
186_0,204,9,744.8170991,160.65863,43,55,9.2,12.4,-37,14.79999924,11.227112,1
187_0,196,11,110.9111864,148.92694,41,55,9.8,11.7,19,19.70999908,11.4366455,1
188_0,183,11,1178.309647,285.604,65,83,5.7,7.2,78,19.43000031,22.319742,1
189_0,210,4,-71.40646169,219.37921,52,71,7.1,9.4,30,18.56999969,9.747046,1
190_0,130,1,999.1290786,12.884126,61,72,6.8,9,41,21.32999992,16.915888,1
191_0,143,11,1145.671767,71.1545,32,46,11,13.6,4,29.51000023,15.362638,1
192_0,218,1,708.1943561,185.96474,38,50,10.8,12.8,-21,16.90999985,11.7355175,1
193_0,161,10,989.465692,134.64621,50,61,7.8,11.2,-14,20.89999962,43.67241,1
194_0,149,9,637.1880409,88.450836,50,67,7.1,10,6,25.59000015,20.559835,1
195_0,236,10,1140.024208,227.36653,46,59,8.4,11.6,-44,27.29999924,29.902372,1
196_0,135,1,1183.127094,355.70007,51,64,7.5,10.8,38,23.07999992,15.928507,1
197_0,155,1,942.4793717,298.34113,43,58,8.2,11.7,32,33.54999924,22.270086,1
198_0,184,1,933.6143804,123.63482,41,53,9.8,12.3,63,25.01000023,20.591518,1
199_0,99,10,619.3096639,340.60092,50,62,7.6,11,81,23.59000015,22.938698,1
200_0,159,11,1016.43473,20.913065,62,76,5.8,8.6,-44,22.71999931,7.4092627,1
201_0,184,10,715.3819799,270.86157,37,53,9.1,12.7,-6,33.57999802,5.9027796,1
202_0,105,10,1030.612973,12.432929,45,59,8.4,11.4,-57,32.18000031,23.231482,1
203_0,207,10,1473.124812,143.1121,61,75,6.2,8.6,5,14.92000008,14.689659,1
204_0,25,11,1018.148964,50.695354,59,74,6.2,9,9,15.88000011,43.188656,1
205_0,111,11,890.0838058,314.54465,46,64,7.2,10.9,5,32.16999817,30.110386,1
206_0,97,1,1161.159958,347.03082,44,57,8.8,12.1,-9,26.22999954,26.027187,1
207_0,190,1,1212.981974,228.64755,33,47,10.1,13.7,-4,35.54000092,4.97062,1
208_0,196,11,713.6550876,265.493,50,68,7,10,-32,34.30999756,15.577843,1
210_0,225,11,933.6339973,225.55031,38,53,9.1,12.5,35,35.27999878,19.765896,1
211_0,181,10,783.7762701,155.74663,46,54,9.5,11.8,-44,28.69999886,0.8117999,1
212_0,137,10,1173.622249,331.71115,41,58,8.3,12,4,34.75,14.572565,1
213_0,224,1,1036.008896,228.7844,51,64,7.5,10.8,-31,21.01000023,21.738045,1
214_0,229,11,1128.739908,239.28944,44,56,9.1,12.2,53,25.36999893,30.633032,1
216_0,169,10,759.1018206,314.2761,35,46,11.2,13.4,-110,24.1099987,8.812731,1
217_0,47,11,508.8331225,343.66083,36,48,10.3,13.3,-162,21.5,39.000435,1
218_0,151,9,589.8462574,76.37738,63,78,6,8,-36,20.8599987,14.29345,1
219_0,100,1,293.2638614,3.6489227,66,83,5.2,7.3,102,20.26000023,26.975586,1
220_0,205,9,1029.334385,224.47908,44,58,8.6,11.9,93,29.37999916,9.508227,1
222_0,178,9,742.592161,140.04141,52,72,6.8,9.3,-44,16.81999969,10.263403,1
223_0,112,11,978.0668373,338.3666,37,53,8.9,12.9,-1,35.81999969,23.696144,1
224_0,214,0,880.3354526,193.04034,49,70,6.8,9.7,-60,20.8599987,11.347352,1
225_0,199,10,740.8545492,217.19075,37,53,9.1,12.7,52,34.77000046,9.982033,1
226_0,201,10,929.2080284,146.80463,42,55,10,12,65,16.85000038,13.782424,1
227_0,201,9,1243.631559,271.27103,61,72,6.8,9,9,23.01000023,16.617815,1
228_0,118,11,837.4367906,324.72287,61,78,6.2,8,-4,21.92000008,27.357248,1
229_0,159,1,1007.093327,299.38925,41,53,9.5,12.1,-78,30.95999908,19.989754,1
230_0,244,10,935.7829065,213.69844,57,73,6.5,9.1,27,14.25999928,33.534374,1
232_0,188,10,899.2162896,281.83832,38,49,10.5,12.8,-54,13.60999966,0.7950731,1
233_0,160,10,966.1626647,78.12935,59,73,6.6,8.7,69,16.76000023,18.026474,1
234_0,225,1,898.5675879,200.6339,35,49,10.5,12.9,-24,31.42000008,17.909428,1
235_0,232,11,605.4787254,206.84602,59,73,7,8.7,-7,23.96999931,18.383469,1
236_0,121,9,445.0812625,317.27304,37,53,9.3,12.9,-21,37.06999969,31.778334,1
237_0,111,4,921.0576737,329.89716,39,55,8.5,12.5,17,35.63000107,25.397335,1
238_0,65,11,965.1182665,318.7165,47,56,9.3,11.5,3,30.25,32.111755,1
239_0,58,1,340.3995762,0.24175005,61,76,5.9,8.6,17,12.42999935,35.46448,1
240_0,115,9,1082.933847,75.59519,33,47,10.1,13.7,72,35.95999908,26.926556,1
241_0,191,10,449.1925551,139.78568,55,77,6.4,8.1,-15,14.25,8.380071,1
242_0,128,10,1661.194422,70.64722,61,74,6.2,8.9,74,18.30999947,23.339417,1
243_0,165,1,642.6757454,122.54429,56,77,6.4,8.4,14,13.88000011,12.024746,1
244_0,247,11,923.5633439,215.68628,40,51,10.6,12.9,74,17.61999893,29.398247,1
245_0,131,11,994.2358755,58.428173,45,59,8.4,11.4,-15,32.46999741,25.084238,1
246_0,238,1,921.3252285,220.65765,43,55,9.8,11.9,16,15.92999935,28.65871,1
248_0,127,10,487.7469012,75.12301,35,46,11.2,13.4,66,21.86999893,20.878885,1
249_0,229,1,1077.683161,209.28554,44,56,9.1,12.2,36,25.36999893,22.348927,1
250_0,232,8,419.0606878,240.4639,46,64,7.2,10.9,38,32.75999832,21.253378,1
251_0,216,1,935.8319622,171.28377,42,54,9.3,12.8,-91,17.18000031,23.701014,1
252_0,185,9,828.0772604,162.07149,53,72,6.8,9.1,26,16.55999947,1.9243577,1
253_0,215,6,447.9482341,221.98279,63,75,6.2,8.7,-32,18.27999878,12.130573,1
254_0,146,9,1133.836101,322.39066,61,74,6.2,8.9,83,19.95999908,16.741264,1
256_0,141,11,906.1371142,64.97123,61,74,6.2,8.9,-43,17.86999893,15.177213,1
257_0,163,10,922.1792381,105.44201,45,59,8.4,11.4,-21,33.20999908,22.533806,1
258_0,203,11,1767.708489,146.3846,40,51,10.3,13.2,88,26.67000008,27.169878,1
259_0,227,1,951.6553311,175.04143,62,76,5.8,8.6,-20,18.30999947,17.247145,1
260_0,164,11,985.905512,298.5679,40,53,10.6,12.1,-23,15.75999928,9.471238,1
263_0,146,11,1145.63643,53.683678,34,46,11.2,13.1,33,30.86999893,13.3178005,1
264_0,198,10,838.9274272,219.524,32,46,11,13.6,-10,29.51000023,6.614371,1
265_0,229,4,353.9259494,216.51706,38,55,8.7,12.5,114,38.04000092,20.552942,1
266_0,204,1,958.6539456,117.86866,43,56,8.9,12.2,-2,18.34000015,22.157814,1
267_0,212,11,1253.75997,157.55504,56,77,6.4,8.4,-13,13.92000008,17.870863,1
269_0,215,10,1030.320914,228.36435,39,53,8.8,12.8,25,31.59999847,14.526179,1
270_0,161,1,678.3443048,355.16928,61,72,6.8,9,1,21.32999992,10.514834,1
271_0,171,1,1046.181437,0.41332188,45,55,9.1,11.9,-9,32.11000061,4.13816,1
272_0,227,11,863.864113,259.28558,42,54,8.8,12.6,58,33.27999878,29.641205,1
273_0,252,1,919.0638315,206.87334,47,60,8.2,11.3,-47,23.61999893,40.686863,1
274_0,178,9,1012.057873,105.79477,45,57,8.6,12.1,-19,22.25,17.611681,1
275_0,181,10,315.4836297,125.74883,34,49,10.4,12.9,-5,23.63999939,3.135191,1
277_0,174,8,1000.258502,70.63091,53,74,6.8,8.7,70,15.07999992,2.6404033,1
278_0,195,1,1180.887836,184.01254,45,55,9.6,11.8,-9,24.75,8.45032,1
279_0,138,1,834.6241923,67.43938,39,53,9.2,12.2,96,31.30999947,15.066645,1
280_0,133,1,1124.913189,50.812523,41,53,9.8,12.3,22,25.01000023,18.52363,1
281_0,192,11,1164.737326,280.80026,61,79,5.9,8,41,26.93999863,15.645323,1
282_0,152,11,655.4372247,42.190254,39,54,8.6,12.8,29,32.20000076,9.12856,1
283_0,241,10,665.9684886,162.36137,48,58,8.3,11.7,-9,29.03999901,24.205093,1
284_0,197,10,692.9926795,254.925,43,58,8.2,11.7,-52,33.54999924,14.358236,1
285_0,197,11,335.3820513,215.47682,40,53,10.3,12.3,-50,16.61999893,8.727308,1
286_0,155,9,1072.65774,6.477822,54,75,6.7,8.5,5,18.84000015,7.996629,1
287_0,207,1,1117.714699,217.6429,61,75,6.2,8.6,58,15.82999992,10.674354,1
288_0,244,0,637.8734188,218.42511,51,71,7,9.3,30,16.46999931,32.247265,1
289_0,185,1,885.9070329,124.698204,32,46,11,13.6,14,29.71999931,1.9627275,1
290_0,225,11,1348.85549,226.79913,38,53,9.1,12.5,15,35.27999878,19.84723,1
291_0,176,10,480.0804815,193.43474,41,55,9.8,11.7,-32,13.92000008,0.29290026,1
292_0,246,4,891.4806723,186.47026,54,75,6.7,8.5,12,14.36999989,35.111195,1
293_0,211,11,4963.245604,152.10616,51,72,6.7,9.2,14,18.96999931,34.132175,1
294_0,183,10,920.1486274,118.48162,56,77,6.4,8.4,-55,13.69999981,2.4675014,1
296_0,225,1,1027.104128,240.77434,59,73,6.6,8.7,-17,19.18000031,30.13289,1
297_0,227,1,1042.469779,229.65778,34,49,9.6,13.8,50,36.88999939,21.064964,1
298_0,253,1,786.5076716,218.7512,61,74,6.2,8.9,1,21.39999962,37.11063,1
299_0,139,11,1155.982923,319.80884,41,53,9.5,12.1,-20,30.95999908,24.377256,1
300_0,200,11,1235.089266,234.55487,35,50,9.2,13.5,30,35.81999969,8.471571,1
301_0,47,1,1045.371992,43.6235,40,51,10.6,12.9,-51,25.01000023,34.242928,1
302_0,205,1,1183.085,189.02806,51,64,7.5,10.8,80,21.01000023,8.466819,1
304_0,114,11,1648.238439,82.45363,37,53,9.3,12.9,-28,35.81999969,33.699566,1
305_0,225,1,1111.524644,143.89894,51,59,9,10.9,-46,28.01000023,26.1022,1
306_0,186,1,1145.400516,87.839,61,75,6.2,8.6,30,12.17999935,7.1662474,1
307_0,160,1,662.1260705,70.65368,39,51,10.8,12.8,-18,18.6099987,9.804951,1
308_0,208,10,1337.650224,161.88844,34,49,9.6,13.8,19,36.88999939,16.691137,1
309_0,198,10,1024.825284,141.74434,42,55,10,12,65,16.85000038,12.236403,1
310_0,155,1,670.8505395,93.229645,61,75,6.4,8.6,7,12.48999977,22.875994,1
311_0,215,1,1127.614434,181.195,61,74,6.2,8.9,-24,21.39999962,12.578703,1
312_0,224,10,831.7090797,157.85059,61,76,6.8,8.1,-22,23.03999901,34.761623,1
313_0,182,1,1117.484036,273.44446,59,69,7.5,9.3,-3,21.77000046,34.69922,1
314_0,220,11,1113.393612,151.06203,43,55,9,12.1,22,30.38999939,19.072481,1
315_0,123,11,1262.993131,322.3603,44,61,7.8,11.3,-98,33.86999893,16.561104,1
316_0,168,11,1112.783017,99.61027,43,55,9.8,11.9,-16,14.81999969,20.437433,1
317_0,190,11,944.5482888,130.96489,35,50,10.6,12.6,-38,35.54000092,8.38816,1
318_0,167,4,-34.21098089,80.77222,54,75,6.7,8.5,32,14.48999977,7.9818926,1
319_0,191,10,401.2313615,143.93951,53,74,6.8,8.7,-8,13.50999928,10.423441,1
320_0,93,11,772.5778996,356.42926,56,77,6.4,8.4,-16,13.92000008,23.674551,1
321_0,172,10,381.1036407,125.90808,45,58,8.9,11.4,-15,24.65999985,36.825115,1
323_0,214,10,522.6860172,196.7785,51,69,6.9,10,-69,34.46999741,10.06216,1
324_0,47,11,2008.949105,49.191406,62,75,6.9,8.2,-27,21.11999893,30.341576,1
326_0,183,10,1080.38639,128.42332,40,51,10.6,12.9,37,17.61999893,28.785046,1
327_0,254,9,882.7197623,196.11807,59,69,7.5,9.3,102,21.22999954,38.8184,1
328_0,127,4,96.80301717,2.7162292,54,75,6.7,8.5,59,14.48999977,15.104085,1
329_0,183,11,554.9923309,291.23795,43,56,9.2,12,49,18.5,18.297276,1
330_0,154,11,1309.92215,93.86086,61,78,6.2,8,-43,21.92000008,20.631742,1
331_0,240,1,935.2566404,190.81328,37,53,8.8,13,41,35.27000046,29.468584,1
332_0,184,1,881.4417729,121.006096,45,57,8.6,12.1,13,21.01000023,10.635305,1
333_0,216,10,758.2101225,232.43982,43,56,8.9,12.2,-53,20.36999893,14.564055,1
334_0,135,11,674.1902711,11.081118,46,60,8.2,11.5,-40,18.6099987,17.321657,1
335_0,172,10,673.1333592,274.8106,44,58,8.6,11.7,72,30.6799984,12.006079,1
336_0,211,10,890.1361429,160.15607,39,56,8.6,12.4,45,36.14999771,17.834522,1
337_0,129,9,716.5491229,342.33994,55,76,6.7,8.4,26,13.43999958,18.186089,1
338_0,218,1,1110.473012,241.60309,39,53,9.2,12.2,61,31.30999947,21.557829,1
339_0,217,10,1251.612837,152.97672,39,49,10.6,12.4,158,13.60999966,25.20344,1
340_0,207,11,1111.75459,258.33282,65,83,5.7,7.2,58,19.43000031,14.537856,1
341_0,228,10,1080.715724,159.28523,41,53,9.8,12.3,46,25.01000023,32.192314,1
342_0,187,10,1247.263512,113.30497,61,75,6.2,8.6,-11,12.17999935,8.268808,1
343_0,173,1,1334.438383,305.15826,41,53,9.5,12.1,-5,33.27999878,8.300206,1
344_0,209,11,512.1228653,253.34653,35,46,11.2,13.4,39,21.86999893,36.909157,1
345_0,114,11,1037.99873,79.18324,35,46,11.2,13.4,63,21.86999893,26.505468,1
346_0,66,0,563.3281327,65.56562,48,62,7.8,10.9,124,38.37999725,36.311367,1
347_0,73,1,946.0308538,354.9556,44,57,8.9,11.7,29,18.97999954,30.20161,1
348_0,160,11,1211.041491,326.39563,61,72,6.8,9,59,21.77000046,9.831934,1
349_0,158,1,896.6718025,289.62396,41,56,8.4,12.1,0,34.32999802,19.687325,1
350_0,197,10,551.4118349,180.06996,49,66,7.3,10.4,22,25.73999977,5.4746914,1
351_0,113,11,946.8549799,10.403274,54,75,6.8,8.5,54,14.75999928,17.17795,1
352_0,151,1,734.9471067,309.6384,39,53,9.2,12.2,58,31.30999947,19.760729,1
353_0,223,10,1649.136104,160.38663,44,57,8.9,11.7,13,18.93000031,26.410133,1
354_0,251,10,1227.237287,208.87254,45,55,8.9,12,7,28.52999878,38.529236,1
355_0,212,11,1136.282275,254.37007,61,72,6.8,9,-1,23.01000023,24.403719,1
356_0,232,1,759.618767,208.65955,61,75,6.2,8.6,53,12.17999935,17.075068,1
358_0,206,4,1067.86491,162.50636,51,71,7,9.3,-132,14.36999989,7.8494425,1
359_0,142,1,899.1989837,65.7311,34,46,11,13.1,58,18.88999939,8.227417,1
360_0,0,11,390.3367706,60.361954,41,54,9.9,11.6,42,22.68999863,61.758503,1
361_0,204,1,1009.142146,248.47128,33,47,10.1,13.7,-22,35.81999969,11.883219,1
362_0,211,10,1103.872514,148.36871,40,51,10.6,12.9,-23,17.61999893,29.25889,1
363_0,176,0,1292.683058,88.185295,51,72,6.7,9.2,-15,24.35000038,3.5670838,1
364_0,216,11,937.1736155,205.00714,34,49,9.6,13.8,1,37.90999985,12.38573,1
365_0,216,1,1025.504265,173.10422,43,56,8.9,12.2,146,18.34000015,20.65151,1
366_0,190,1,1002.010753,270.18677,66,83,5.2,7.3,19,20.26000023,5.686297,1
367_0,159,11,886.122395,61.56159,40,51,10.6,12.9,0,25.01000023,19.1973,1
369_0,222,9,165.7091201,241.37326,43,56,8.9,12.2,63,18.96999931,23.521751,1
370_0,229,9,641.886978,227.17131,44,58,8.6,11.7,58,30.6799984,22.553017,1
371_0,159,11,235.368307,333.15128,63,80,6.1,7.5,-87,22.80999947,13.447373,1
372_0,219,1,1173.911903,163.00642,51,59,9,10.9,81,28.01000023,22.255033,1
